Numer_zgloszenia;Numer_prawa_wylacznego;Data_pierwszenstwa;Data_zgloszenia;Numer_BUP;Data_Publikacji_BUP;Numer_WUP;Data_Publikacji_WUP;Tytul;Uprawnieni;Tworcy;Pelnomocnicy;Klasyfikacja_MKP;Status_sprawy;
277022;;;1989-01-02;14/1990;1990-07-09;;;Sposób uszczelniania i wzmacniania gruntów;WARSZAWSKIE CENTRUM POSTĘPU TECHNICZNO-ORGANIZACYJNEGO BUDOWNICTWA;BOGDAŃSKI JANUSZ DOBRZYŃSKA MARZENA SUŁEK KRYSTYNA SZYŁAŃSKA GRAŻYNA;;E02D;Decyzja o umorzeniu postępowania;
277023;;;1989-01-02;14/1990;1990-07-09;;;Ściana osłonowa;WARSZAWSKIE CENTRUM POSTĘPU TECHNICZNO-ORGANIZACYJNEGO BUDOWNICTWA;BUSŁOWICZ LESZEK;;E04B;Decyzja o umorzeniu postępowania;
277024;;;1989-01-02;14/1990;1990-07-09;;;Ściana osłonowa;WARSZAWSKIE CENTRUM POSTĘPU TECHNICZNO-ORGANIZACYJNEGO BUDOWNICTWA;BUSŁOWICZ LESZEK;;E04B;Decyzja o umorzeniu postępowania;
277025;;;1989-01-02;14/1990;1990-07-09;;;Sposób oczyszczania odcieku z urządzeń do mechanicznego odwadniania osadów;BIURO PROJEKTÓW BUDOWNICTWA KOMUNALNEGO "STOLICA";TOKARCZYK JACEK;;C02F;Decyzja o umorzeniu postępowania;
277026;;;1989-01-02;14/1990;1990-07-09;;;Naparstek elektryczny;SOKOŁOWSKI MIROSŁAW;SOKOŁOWSKI MIROSŁAW;;H01R;Decyzja o umorzeniu postępowania;
277027;159054;;1989-01-02;14/1990;1990-07-09;11/1992;1992-11-30;Sposób i układ wykrywania uszkodzeń tyrystorów w połączeniu szeregowym;INSTYTUT ELEKTROTECHNIKI;GIZIŃSKI ZYGMUNT KRÓLIKOWSKI WINCENTY GOŁĘBIOWSKI PIOTR;;G01R31/26;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277028;159055;;1989-01-02;14/1990;1990-07-09;11/1992;1992-11-30;Sposób i układ diagnozowania pracy tyrystorów, zwłaszcza w połączeniu szeregowym;INSTYTUT ELEKTROTECHNIKI;GOŁĘBIOWSKI PIOTR GIZIŃSKI ZYGMUNT KRÓLIKOWSKI WINCENTY;;G01R31/26;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277029;;;1989-01-02;14/1990;1990-07-09;;;Tensometryczny przetwornik siły;CENTRUM TECHNIKI URZĄDZEŃ TRANSPORTU BLISKIEGO "CRANEX" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;KOŚCIELNY RYSZARD LECZKOWSKI EUGENIUSZ STREPEJKOWICZ-WERSOCKI JERZY ZDYBEL ZENON;;G01L;Decyzja o umorzeniu postępowania;
277030;;;1989-01-02;14/1990;1990-07-09;;;Sposób i tensometryczny przetwornik do pomiaru sił rozciągających;CENTRUM TECHNIKI URZĄDZEŃ TRANSPORTU BLISKIEGO "CRANEX"SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;KOŚCIELNY RYSZARD LECZKOWSKI EUGENIUSZ STERPEJKOWICZ JERZY ZDYBEL ZENON;;G01L;Decyzja o umorzeniu postępowania;
277031;;1986-05-16;1987-05-15;06/1990;1990-03-19;;;Sposób wytwarzania nowej pochodnej kwasu nikotynowego;RHONE-POULENC AGROCHIMIE;;;C07D;Decyzja o umorzeniu postępowania;
277032;;;1988-12-30;20/1989;1989-10-02;;;Układ grzejny poduszki elektrycznej;RADIOTECHNICZNA SPÓŁDZIELNIA PRACY Centralny Związek Spółdzielczości Pracy;CYGAN MARIAN ZEMBATY MAREK;Radiotechniczna Spółdzielnia Pracy;;Decyzja o umorzeniu postępowania;
277033;158820;;1989-01-02;14/1990;1990-07-09;10/1992;1992-10-30;Bezcięgnowy mechanizm posuwu górniczego kombajnu ścianowego;CENTRUM MECHANIZACJI GÓRNICTWA "KOMAG";STUDENT ZYGMUNT TARNAWSKI ZBIGNIEW PALIK JÓZEF SKOLIK WOJCIECH PENAR ZDZISŁAW MAZURKIEWICZ TADEUSZ MICHALIK TADEUSZ NABRDALIK MIROSŁAW;Sudczak Jadwiga;F16H9/24 E21C29/22 B61B13/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277034;159305;;1989-01-02;14/1990;1990-07-09;12/1992;1992-12-31;Zawór rozładowania ciśnienia;CENTRUM MECHANIZACJI GÓRNICTWA "KOMAG";SCHLAEDER HENRYK STAŃCZYK TADEUSZ;Olbrzymek Elżbieta;F15B13/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277035;157751;;1989-01-02;14/1990;1990-07-09;06/1992;1992-06-30;Zastawka górniczego przenośnika zgrzebłowego;CENTRUM MECHANIZACJI GÓRNICTWA "KOMAG";PILARSKI KLEMENS KLIMKOWSKI STANISŁAW KUŹMIK JOANNA;Olbrzymek Elżbieta;B65G19/28 E21F13/08 E21C35/12;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277036;;;1989-01-02;14/1990;1990-07-09;;;Sposób wykonywania powłoki ochronnej;CENTRUM MECHANIZACJI GÓRNICTWA "KOMAG";BRYLA ZBIGNIEW WENCEL HENRYK ORLACZ JAN SITKO JAN SCZYRBA STEFAN;Centrum Mechanizacji Górnictwa KOMAG;B05C;Decyzja o umorzeniu postępowania;
277037;157975;;1989-01-02;14/1990;1990-07-09;07/1992;1992-07-31;Układ do regulacji wydatku sprężonego powietrza w zespole sprężarkowym, zwłaszcza do wiertnic samojezdnych;ZAKŁADY PRZEMYSŁU METALOWEGO H. CEGIELSKI;BZDZIEL JANUSZ GÓRNY MIECZYSŁAW JAZIKOWSKI KAZIMIERZ KACZOR MARIAN KAPTURZAK JAN PIWOWAREK WŁADYSŁAW SIELCZAK JACEK STEFANIAK BARBARA TRZECIAK WITOLD ZOZULIŃSKI JAN;;F04D13/10 F04D15/00 F04C23/00 E21B7/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277038;159885;;1989-01-02;14/1990;1990-07-09;01/1993;1993-01-29;Sposób cięcia, zwłaszcza dużych brył metali kolorowych;SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ "MINEX";STRYBEL LUDOMIR PIESZKO MIROSŁAW SRYBEL JÓZEF;Lekki Józef;B23P17/00 F42D7/00 B26F3/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277039;;;1989-01-02;14/1990;1990-07-09;;;Sposób i urządzenie do formowania zaczepu protezy tworzywowo-metalowej do stapedektomii;INSTYTUT PRZEMYSŁU TWORZYW I FARB Śląska Akademia Medyczna;LICHNOWSKI WIESŁAW TYRKA EUGENIUSZ IWANOWSKI PRZEMYSŁAW NAMYSŁOWSKI GRZEGORZ;Instytut Przemysłu Tworzyw i Farb;A61F;Decyzja o umorzeniu postępowania;
277040;159306;;1989-01-02;14/1990;1990-07-09;12/1992;1992-12-31;Sposób otrzymywania wodorozcieńczalnych spoiw lakierniczych utwardzanych w temperaturze podwyższonej;INSTYTUT PRZEMYSŁU TWORZYW I FARB;LIPIŃSKA DANUTA RUPA WŁODZIMIERZ SUPEL MARIA;;C08G63/91 C09D167/08;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277041;157623;;1989-01-02;14/1990;1990-07-09;06/1992;1992-06-30;Karuzelowa napełniarka butelek lub podobnych pojemników;OŚRODEK BADAWCZO-ROZWOJOWY MASZYN PAKUJĄCYCH;HAREMSKI MAREK KORCZ CZESŁAW GIEŻYŃSKI JACEK;;B67C3/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277042;;;1989-01-02;14/1990;1990-07-09;;;Podciśnieniowa napełniarka pojemników zwłaszcza butelek;OŚRODEK BADAWCZO-ROZWOJOWYCH MASZYN PAKUJĄCYCH;HAREMSKI MAREK OWCZARZAK CZESŁAW;;B67C;Decyzja o umorzeniu postępowania;
277043;;;1989-01-02;14/1990;1990-07-09;;;Urządzenie do natleniania wody;DAUN FRYDERYK WACŁAW;DAUN FRYDERYK WACŁAW;Stanisław Malzacher;E02B;Decyzja o umorzeniu postępowania;
277044;;;1989-01-02;14/1990;1990-07-09;;;Układ do oczyszczania ścieków,zwłaszcza na obiektach pływających;PRZEDSIĘBIORSTWO PRODUKCYJNO-WDROŻENIOWE "PROMOCJA";WIŚNIEWSKI WŁADYSŁAW WALAG RYSZARD PIOTROWSKI JAN;;C02F;Decyzja o umorzeniu postępowania;
277045;158190;;1989-01-02;14/1990;1990-07-09;08/1992;1992-08-31;Zblokowana oczyszczalnia ścieków;AKADEMIA ROLNICZO-TECHNICZNA;KRZEMIENIEWSKI MIROSŁAW;;C02F3/06;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277046;;;1989-01-03;14/1990;1990-07-09;;;Czujnik piezoelektryczny, zwłaszcza do pomiaru ilości obrotów silnika spalinowego wysokoprężnego;KUJATH STANISŁAW;KUJATH STANISŁAW;;G01P;Decyzja o umorzeniu postępowania;
277047;157455;;1989-01-03;14/1990;1990-07-09;05/1992;1992-05-29;Sposób wytwarzania oleju izolującego elektrycznie;INSTYTUT TECHNOLOGII NAFTY;SZCZAWNICKA ELŻBIETA KALNY ZENON DUDEK ANDRZEJ PAWEŁCZYK MAREK DYRKA WŁODZIMIERZ LIPOWICZ MARIUSZ;;C10G67/04;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277048;159056;;1989-01-03;14/1990;1990-07-09;11/1992;1992-11-30;Urządzenie do dynamicznego pomiaru zbieżności i kąta pochylenia kół samochodu;INSTYTUT TRANSPORTU SAMOCHODOWEGO;NALAZEK MIROSŁAW WACOWSKI KAZIMIERZ DOBOSZ JERZY;;G01B5/255;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277049;154143;1988-01-05;1989-01-04;19/1989;1989-09-18;07/1991;1991-07-31;Środek wzmagający produkcyjność zdrowych zwierząt;BAYER AKTIENGESELLSCHAFT;;PRZEDSIĘBIORSTWO RZECZNIKÓW PATENTOWYCH PATPOL SP. Z O.O. ul. Nowoursynowska 162 J 02-776 Warszawa;A61K31/415 A23K1/16;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277050;158484;;1989-01-04;14/1990;1990-07-09;09/1992;1992-09-30;Układ elektroniczny generatora impulsu bramkującego;INSTYTUT FIZYKI PLAZMY I LASEROWEJ MIKROSYNTEZY IM. S. KALISKIEGO;BOROWIECKI MICHAŁ CZEKAJ STANISŁAW;;H03K3/537;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277051;155717;;1989-01-05;21/1989;1989-10-16;12/1991;1991-12-31;Układ pasywnego czujnika podczerwieni;BUCZEK WALDEMAR WOJTAŚ WALDEMAR;BUCZEK WALDEMAR WOJTAŚ WALDEMAR;Buczek Waldemar;G08B13/189 H04B10/04;Prawo wyłączne wygasło po okresie, na jaki zostało udzielone;
277052;159568;;1989-01-05;14/1990;1990-07-09;12/1992;1992-12-31;Sposób oraz urządzenie do odtłuszczania kości;INSTYTUT MASZYN SPOŻYWCZYCH;ZBIEĆ TADEUSZ;;C11B13/00 C11B1/12;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277053;;1988-01-06;1989-01-05;16/1989;1989-08-07;;;Zawór hamulcowy ręcznie sterowany;TATRA Kombinat Koprivnice;GALIA MILAN;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;;Decyzja o umorzeniu postępowania;
277054;160474;;1989-01-05;01/1990;1990-01-08;05/1993;1993-05-31;Sposób odkażania materiału i układ do odkażania materiału;A/S PhÝnix Contractors;SÝGAARD DENNIS;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;B09B5/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277055;153976;;1989-01-05;01/1990;1990-01-08;06/1991;1991-06-28;Środek chwastobójczy;UNIROYAL CHEMICAL COMPANY, INC.;;PRZEDSIĘBIORSTWO RZECZNIKÓW PATENTOWYCH PATPOL SP. Z O.O. ul. Nowoursynowska 162 J 02-776 Warszawa;A01N43/90;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277056;158311;;1989-01-05;18/1989;1989-09-04;08/1992;1992-08-31;Sposób wytwarzania kompozytu z osnową metaliczną;Lanxide Technology Company LP.;;Wierzchoń Jan;C04B35/10;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277066;;;1989-01-02;14/1990;1990-07-09;;;Urządzenie do odwadniania skoagulowanych białek mleka;INSTYTUT MLECZARSTWA;DAJNOWIEC ZBIGNIEW PŁODZIEŃ J.TADEUSZ MAKAREWICZ JERZY OBERBEK MAREK;;A23C;Decyzja o umorzeniu postępowania;
277067;156477;;1989-01-04;24/1989;1989-11-27;03/1992;1992-03-31;Układ wytwarzania sygnału zerowania sterownika, zwłaszcza mikroprocesorowego;POLSKIE KOLEJE PAŃSTWOWE-KOLEJOWE ZAKŁADY AUTOMATYKI;FURMAN ZBIGNIEW CZYŻEWSKI ANDRZEJ;;G06F11/22 H03K5/153 H03K17/13;Prawo wyłączne wygasło po okresie, na jaki zostało udzielone;
277068;;;1989-01-04;14/1990;1990-07-09;;;Sposób obsługi połączenia telefonicznego generowanego przez abonamenta bezprzewodowego łącza telefonicznego;PKP KOLEJOWE ZAKŁADY AUTOMATYKI;FURMAN ZBIGNIEW CZYŻEWSKI ANDRZEJ;;H04M;Decyzja o umorzeniu postępowania;
277069;;;1989-01-04;14/1990;1990-07-09;;;Sposób redukcji poboru energii ze źródła zasilania przez stację abonencką systemu bezprzewodowej łączności telefonicznej o sterowaniu mikroprocesorowym i układ stacji abonenckiej systemu bezprzewodowej łączności telefonicznej o sterowaniu ...;PKP KOLEJOWE ZAKŁADY AUTOMATYKI;CZYŻEWSKI ANDRZEJ MOSKWA WIESŁAW;;H04M;Decyzja o umorzeniu postępowania;
277070;158821;;1989-01-04;14/1990;1990-07-09;10/1992;1992-10-30;Zespół odpylający zgrzeblarki wałkowej;OŚRODEK BADAWCZO-ROZWOJOWY MASZYN PRZĘDZALNICTWA WEŁNY "BEFAMATEX";DYRDA WIKTOR JONKISZ KRZYSZTOF RYSIŃSKI ZBIGNIEW STWORA JACEK;;D01G15/74;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277071;159307;;1989-01-04;16/1989;1989-08-07;12/1992;1992-12-31;Część filtrowa otworu wydobywczego siarki;OŚRODEK BADAWCZO-ROZWOJOWY PRZEMYSŁU SIARKOWEGO "SIARKOPOL";FLOREK EUGENIUSZ BURZYŃSKI WALDEMAR KLOC STANISŁAW;;E21B43/08;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277072;152024;;1989-01-04;16/1989;1989-08-07;10/1990;1990-10-31;Urządzenie do pomiaru wydatku płynnej siarki z otworu wydobywczego;OŚRODEK BADAWCZO-ROZWOJOWY PRZEMYSŁU SIARKOWEGO "SIARKOPOL";BURZYŃSKI WALDEMAR KLICH JERZY HAJDO STANISŁAW LANDZIANOWSKI ANDRZEJ KUCWAJ ZYGMUNT;;E21B43/28;Prawo wyłączne wygasło po okresie, na jaki zostało udzielone;
277073;;;1989-01-04;14/1990;1990-07-09;;;Mechanizm zapadkowy w hamulcach bezpieczeństwa, zwłaszcza do wciągarek w układarkach magazynowych;"POLMAG" BYTOMSKIE ZAKŁADY URZĄDZEŃ TECHNICZNYCH;WOLNY JOACHIM;;F16D B66D;Decyzja o umorzeniu postępowania;
277075;159654;;1989-01-04;14/1990;1990-07-09;12/1992;1992-12-31;Urządzenie do prowadzenia łańcuchów przenośnika łańcuchowego, zwłaszcza w piecu z trzonem łańcuchowym;BIURO PROJEKTÓW I DOSTAW URZĄDZEŃ HUTNICZYCH HPH - SPÓŁKA AKCYJNA;GAWRON ZBIGNIEW ŚLIWIŃSKI JAN DRAMSKI BERNARD;;B65G17/38;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277076;;;1989-01-04;14/1990;1990-07-09;;;Sposób oczyszczania gazów kominowych;PRZEDSIĘBIORSTWO WDROŻENIOWO-USŁUGOWE "EKOSTER";NIEWIARA MIECZYSŁAW MĄCZYŃSKI ANDRZEJ;;B01D;Decyzja o umorzeniu postępowania;
277077;;;1989-01-04;14/1990;1990-07-09;;;Sposób przetwarzania odpadów z produkcji przerobu surowców wtórnych oraz mieszanka do stosowania sposobu;MŁODZIEŻOWY OŚRODEK INNOWACJI ZSMP POLIN;LUBELSKI JAN PERS ANDRZEJ ZAWISTOWSKI JACEK LESIAK ANTONI;;C10B;Decyzja o umorzeniu postępowania;
277078;157204;;1989-01-04;14/1990;1990-07-09;05/1992;1992-05-29;Bezpieczny układ iloczynu logicznego;BIURO USŁUG POSTĘPU TECHNICZNO-ORGANIZACYJNEGO "TEKOR";KARBOWIAK HENRYK JABŁOŃSKI PIOTR;;H03K19/007 B61L1/20;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277079;159057;;1989-01-04;14/1990;1990-07-09;11/1992;1992-11-30;Ślimakowy dozownik materiałów sypkich;BIURO STUDIÓW I PROJEKTÓW "BIPROKABEL";POMORSKI KAZIMIERZ KENTZER RYSZARD;;B65G33/14;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277080;159308;;1989-01-04;14/1990;1990-07-09;12/1992;1992-12-31;Samouszczelniające zamknięcie naczynia ciśnieniowego zwłaszcza zasuw;ZAKŁADY URZĄDZEŃ CHEMICZNYCH I ARMATURY PRZEMYSŁOWEJ "CHEMAR" SPÓŁKA AKCYJNA;ŻAK BOGUSŁAW MIGALSKI FRANCISZEK PRUŚ CZESŁAW;;F16J13/10;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277081;;;1989-01-04;21/1989;1989-10-16;;;Sposób sporządzania modyfikatorów z pyłu żelazokrzemowego;INSTYTUT ODLEWNICTWA;ROJEK ANNA STECZKO MIECZYSŁAW HEJNAR TADEUSZ FIJAŁ ALEKSANDER KASPRZYK STANISŁAW KOWALSKI ADAM NAZAREWICZ ANDRZEJ BRONISŁAWSKI MAREK WRZESIŃSKI JERZY;;;Decyzja o umorzeniu postępowania;
277082;;;1989-01-04;21/1989;1989-10-16;;;Silos przejazdowy;PAŃSTWOWE GOSPODARSTWO ROLNE;KOTZBACH JAN KUŁACKI MIECZYSŁAW RACŁAWSKI JÓZEF RAWSKI ZDZISŁAW;;;Decyzja o umorzeniu postępowania;
277084;;;1989-01-04;14/1990;1990-07-09;;;Sposób wytwarzania drobnowymiarowych elementów ściennych z odpadów przemysłowych;GAJCZEWSKI JERZY;GAJCZEWSKI JERZY;;C04B;Decyzja o odmowie udzielenia prawa wyłącznego;
277085;;;1989-01-04;14/1990;1990-07-09;;;Układ sterowania silnika klatkowego;"TELAS" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ ZAKŁAD NOWYCH WDROŻEŃ;DMOWSKI ANTONI GRZESIAK LECH KOCZARA WŁODZIMIERZ PATEJUK MIKOŁAJ;;H02P;Decyzja o umorzeniu postępowania;
277086;158192;;1989-01-04;14/1990;1990-07-09;08/1992;1992-08-31;Układ optyczny dzienno-nocnego przyrządu obserwacyjnego, zwłaszcza dla dowódcy czołgu T-55A;PRZEMYSŁOWE CENTRUM OPTYKI;GULEWICZ ANDRZEJ SIENKIEWICZ TOMASZ JASTRZĘBSKI SŁAWOMIR;;G02B23/02 G02B23/12;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277087;;;1989-01-04;18/1989;1989-09-04;;;Układ sterowania zaworem kątowym próżniowym o podwójnym grzybku;LUBUSKIE ZAKŁADY TERMOTECHNICZNE "ELTERMA";IWASZKIEWICZ KAZIMIERZ PINIC PIOTR;;;Decyzja o umorzeniu postępowania;
277088;;;1989-01-06;14/1990;1990-07-09;;;Sposob wytwarzania wodorotlenku i tlenku glinowego oczyszczonego od alkaliów;INSTYTUT CHEMII PRZEMYSŁOWEJ;MORKOWSKA ELŻBIETA MICHAŁOWSKI STEFAN POROWSKI JANUSZ KULIK WŁADYSŁAW HARMASZ ROMAN;;C01F;Decyzja o odmowie udzielenia prawa wyłącznego;
277089;;;1989-01-06;14/1990;1990-07-09;;;Układ optyczny pokładowego urządzenia do prezentacji pozycji statku powietrznego na tle mapy;SPÓŁDZIELNIA PRACY "NAUKA INNOWACJA TECHNIKA";KRYSZCZYŃSKI TADEUSZ CHOJNACKA ALEKSANDRA CHROBAK TADEUSZ MROTEK ZBIGNIEW;Medudzyn Tadeusz;G01C;Decyzja o umorzeniu postępowania;
277090;160043;;1989-01-06;14/1990;1990-07-09;01/1993;1993-01-29;Zespolona konstrukcja stalowo-betonowa stropu płytowo-żebrowego;CENTRALNY OŚRODEK BADAWCZO-PROJEKTOWY KONSTRUKCJI METALOWYCH "MOSTOSTAL";KUCHARCZUK WITOLD;;E04B5/16 E04B1/60;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277091;;;1989-01-06;14/1990;1990-07-09;;;Korek do akumulatora;"TECHNICA" SPÓŁKA AKCYJNA;BANDYRA ZBIGNIEW NOWICKI BOGUSŁAW MASIARZ ANNA;;H01M;Decyzja o umorzeniu postępowania;
277092;156099;;1989-01-06;18/1989;1989-09-04;02/1992;1992-02-28;Sposób wytwarzania pochodnych izochinoliny;NOVARTIS AG;;Piotrowska Sławomira;C07D217/02 A61K31/47;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277093;161101;;1989-01-05;14/1990;1990-07-09;05/1993;1993-05-31;System zaopatrywania w wodę, głównie dużych aglomeracji nadmorskich;MORSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ "INMAR";MALISZEWSKI NORBERT SZLAUER LECH STRYBEL JÓZEF;Lekki Józef;E03B1/00 E03B3/04;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277094;157624;;1989-01-05;14/1990;1990-07-09;06/1992;1992-06-30;Nawóz azotowy;INSTYTUT WŁÓKIEN CHEMICZNYCH;STRUSZCZYK HENRYK BEREŚNIEWICZ ANDRZEJ NOWOSIELSKI OLGIERD URBANOWSKI ALOJZY ŚMIGIELSKI JAN DĄBKIEWICZ KRYSTYNA PASZYŃSKA ELŻBIETA;;C05C11/00 C05G1/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277095;;;1989-01-05;14/1990;1990-07-09;;;Falochron przeciwerozyjny elastyczny;DODOT TADEUSZ;DODOT TADEUSZ;;E02B;Decyzja o umorzeniu postępowania;
277096;;;1989-01-05;14/1990;1990-07-09;;;Urządzenie do automatycznego spawania łopatek wentylatora w osłonie gazów ochronnych;OŚRODEK BADAWCZO-ROZWOJOWY SPRZĘTU GOSPODARSTWA DOMOWEGO "DOMGOS";BACZYŃSKI TADEUSZ BIEGAŃSKI MAREK KUCZ HERBERT LOSKA JERZY POCHOPIEŃ MIECZYSLAW OLSZOWSKI JÓZEF WYSOCKI KRZYSZTOF.;;;Decyzja o wygaśnięciu decyzji warunkowej;
277097;159059;;1989-01-05;14/1990;1990-07-09;11/1992;1992-11-30;Układ wielobiegowych przekładni planetarnych;CENTRUM MECHANIZACJI GÓRNICTWA "KOMAG";SZCZUREK ANDRZEJ KOTLARSKI STANISŁAW STACHURSKI JERZY SKOLIK WOJCIECH;Kusz Grzegorz;H02P7/36;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277098;159651;;1989-01-05;18/1989;1989-09-04;12/1992;1992-12-31;Silnik tłokowy o ruchu obrotowo-wahadłowym;CENTRUM MECHANIZACJI GÓRNICTWA "KOMAG";CISOŃ EDWARD ROMANOWICZ STANISŁAW DUKAŁA LUCJAN FLAK MAREK WOŁCZYK ROMAN SZYGUŁA MAREK;Kusz Grzegorz;F01C9/00 F01B3/06;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277099;158193;;1989-01-06;14/1990;1990-07-09;08/1992;1992-08-31;Trójelektrodowy przełącznik sterowany;POLITECHNIKA BIAŁOSTOCKA;SOWA ANDRZEJ AUGUSTYNIAK LESZEK;Filipow Henryk;H01H13/20;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277100;160154;;1989-01-06;14/1990;1990-07-09;02/1993;1993-02-26;Sposób i urządzenie do zewnątrzustnej rejestracji zwarciowych ruchów żuchwy;AKADEMIA MEDYCZNA;KLEINROK MARIA KĘDRA WOJCIECH;;A61C19/00 G01D15/16;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277101;;;1989-01-06;14/1990;1990-07-09;;;Technologia obróbki cieplnej i mechanicznej umożliwiająca zastosowanie elementów wykonanych ze stali narzędziowej stopowej do pracy na gorąco, jako półfabrykatu dla wykonania narzędzia skrawającego;HUTA IM. GEN. ŚWIERCZEWSKIEGO;HATALAK ROMAN WÓJCIK RYSZARD;;B23P;Decyzja o umorzeniu postępowania;
277102;;;1989-01-06;14/1990;1990-07-09;;;Sposób wykonywania kotwi górniczej oraz głowica do wykonywania kotwi górniczej;TECHNICZNO-EKONOMICZNA SPÓŁDZIELNIA PRACY "EKSPERT";WARWAS SYLWESTER MATUSZYK JANUSZ ORŁOWSKI RYSZARD DĄBROWSKI PAWEŁ ŚWIDERSKI MAREK DANKOWSKI MAREK GIELANOWSKI JAN RAJCA MIECZYSŁAW;;E21D;Decyzja o umorzeniu postępowania;
277103;;;1989-01-06;14/1990;1990-07-09;;;Silnik hydrauliczny szczególnie do pracy na emulsje olejowo-wodne;SIENIAWSKI BOHDAN;OSTROWSKI JÓZEF;;F01C;Decyzja o umorzeniu postępowania;
277104;157976;;1989-01-06;14/1990;1990-07-09;07/1992;1992-07-31;Pneumatyczny układ wspomagania sterowania prasą cierną;AKADEMIA GÓRNICZO-HUTNICZA IM. STANISŁAWA STASZICA;KOCHAN EWA MAŚLANKA TEODOR;;B30B15/14;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277105;158822;;1989-01-06;14/1990;1990-07-09;10/1992;1992-10-30;Sposób regenerowania gumowych taśm przenośnikowych;INSTYTUT GÓRNICTWA ODKRYWKOWEGO "POLTEGOR-INSTYTUT";KOMANDER HENRYK;Grecki Jerzy;B29D29/06 B29C63/02 B29C73/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277106;159309;;1989-01-06;14/1990;1990-07-09;12/1992;1992-12-31;Sposób wytwarzania mas asfaltowo-kauczukowych;OŚRODEK BADAWCZO-ROZWOJOWY KAUCZUKÓW I TWORZYW WINYLOWYCH;STARZAK MARIAN LUBECKA MARIANNA KRZEMIEŃ WIESŁAWA;;C08L95/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277107;158485;;1989-01-06;14/1990;1990-07-09;09/1992;1992-09-30;Myjnia, zwłaszcza autobusowa;OŚRODEK BADAWCZO-ROZWOJOWY EKOLOGII MIAST;WRZEŚNIEWSKI ZDZISŁAW BANASIAK GRZEGORZ CHARĄŻKA GRZEGORZ;;B60S3/06;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
